fppc,det rate,tp,fp,fn,map,map_50,image_id,precision,recall,f1
0.03409,1.0,88.0,3.0,0.0,0.7819859385490417,0.9783695936203004,100249537_00064_1,0.967032967032967,1.0,0.9832402234636871
0.03788,0.99242,131.0,5.0,1.0,0.5671624541282654,0.7524752616882324,200021853-00008_1,0.9632352941176471,0.9924242424242424,0.9776119402985075
0.00619,0.91022,294.0,2.0,29.0,0.2720406353473663,0.3069306910037994,200004148_00039_2,0.9932432432432432,0.9102167182662538,0.949919224555735
0.01629,0.99349,305.0,5.0,2.0,0.2820664048194885,0.3267326653003692,200014740-00071_1,0.9838709677419355,0.993485342019544,0.9886547811993517
0.01546,0.97938,190.0,3.0,4.0,0.4326316714286804,0.5148515105247498,umgy012-007,0.9844559585492227,0.979381443298969,0.9819121447028423
0.1,0.93333,56.0,6.0,4.0,0.4220491945743561,0.7439849972724915,200021869-00016_2,0.9032258064516129,0.9333333333333333,0.9180327868852459
0.01955,0.97486,349.0,7.0,9.0,0.234114408493042,0.2772277295589447,brsk005-037,0.9803370786516854,0.9748603351955307,0.9775910364145658
0.00985,0.98522,400.0,4.0,6.0,0.2106333076953888,0.2475247532129287,brsk004-036,0.9900990099009901,0.9852216748768473,0.9876543209876543
0.0,0.99429,348.0,0.0,2.0,0.2380311340093612,0.2871287167072296,200021660-00042_2,1.0,0.9942857142857143,0.9971346704871061
0.01571,0.99476,190.0,3.0,1.0,0.4494216740131378,0.5247524976730347,200003076_00162_1,0.9844559585492227,0.9947643979057592,0.9895833333333334
0.01117,0.97207,174.0,2.0,5.0,0.4627001881599426,0.5544554591178894,200005598_00027_2,0.9886363636363636,0.9720670391061452,0.9802816901408451
0.03057,0.9869,226.0,7.0,3.0,0.372637927532196,0.4356435537338257,200003076_00006_1,0.9699570815450643,0.9868995633187773,0.9783549783549783
0.0099,0.9901,100.0,1.0,1.0,0.7297114133834839,0.9791088104248048,200021851_00007_2,0.9900990099009901,0.9900990099009901,0.9900990099009901
0.3,1.0,80.0,24.0,0.0,0.5923559665679932,0.8884799480438232,hnsd004-003,0.7692307692307693,1.0,0.8695652173913044
0.03911,0.98883,177.0,7.0,2.0,0.4779662489891052,0.5544554591178894,umgy006-034,0.9619565217391305,0.9888268156424581,0.9752066115702479
0.02006,0.9914,346.0,7.0,3.0,0.2469605505466461,0.2871287167072296,brsk002-029,0.9801699716713881,0.9914040114613181,0.9857549857549857
0.03226,1.0,186.0,6.0,0.0,0.4679410755634308,0.5346534848213196,umgy009-002,0.96875,1.0,0.9841269841269841
0.00885,0.99115,224.0,2.0,2.0,0.3761949241161346,0.4455445408821106,200003076_00056_2,0.9911504424778761,0.9911504424778761,0.9911504424778761
0.01262,1.0,317.0,4.0,0.0,0.2744007408618927,0.3168316781520843,200014740-00018_2,0.9875389408099688,1.0,0.9937304075235109
0.01058,0.98942,187.0,2.0,2.0,0.3128961324691772,0.5247524976730347,100249476_00014_2,0.9894179894179894,0.9894179894179894,0.9894179894179894
0.00813,1.0,123.0,1.0,0.0,0.692502498626709,0.8118811845779419,200021712-00010_2,0.9919354838709677,1.0,0.9959514170040485
0.05291,0.96296,182.0,10.0,7.0,0.4008753895759582,0.5217821598052979,200005598_00021_2,0.9479166666666666,0.9629629629629629,0.9553805774278215
0.04403,0.98742,157.0,7.0,2.0,0.4915438592433929,0.6128460168838501,100249416_00027_2,0.9573170731707317,0.9874213836477987,0.9721362229102167
0.03409,0.97727,86.0,3.0,2.0,0.7138437628746033,0.960051953792572,200021853-00032_2,0.9662921348314607,0.9772727272727273,0.9717514124293786
0.2963,1.0,27.0,8.0,0.0,0.2349953055381775,0.5068069100379944,200021869-00015_2,0.7714285714285715,1.0,0.870967741935484
0.04082,1.0,98.0,4.0,0.0,0.7027819156646729,0.9437195658683776,100249376_00027_1,0.9607843137254902,1.0,0.98
0.02717,0.99457,183.0,5.0,1.0,0.4514608085155487,0.5445544719696045,umgy009-005,0.973404255319149,0.9945652173913043,0.9838709677419355
0.07143,1.0,28.0,2.0,0.0,0.8005192279815674,0.9529504776000975,100249537_00031_1,0.9333333333333333,1.0,0.9655172413793104
0.09091,1.0,121.0,11.0,0.0,0.6490343809127808,0.8076238632202148,200015779_00013_1,0.9166666666666666,1.0,0.9565217391304348
0.04321,0.93827,152.0,7.0,10.0,0.4458320140838623,0.5954456329345703,200021763-00027_2,0.9559748427672956,0.9382716049382716,0.9470404984423676
0.02347,0.98592,420.0,10.0,6.0,0.1821339875459671,0.2376237660646438,200022050-00011_2,0.9767441860465116,0.9859154929577465,0.9813084112149533
0.16667,0.9881,166.0,28.0,2.0,0.4732796549797058,0.5840593576431274,200021712-00031_1,0.8556701030927835,0.9880952380952381,0.9171270718232044
0.00629,0.99371,158.0,1.0,1.0,0.5235303640365601,0.6237623691558838,200021712-00014_1,0.9937106918238994,0.9937106918238994,0.9937106918238994
