fppc,det rate,tp,fp,fn,map,map_50,image_id,precision,recall,f1
0.09091,1.0,88.0,8.0,0.0,0.725551187992096,0.976193070411682,100249537_00064_1,0.9166666666666666,1.0,0.9565217391304348
0.01515,0.97727,129.0,2.0,3.0,0.523489236831665,0.7514851093292236,200021853-00008_1,0.9847328244274809,0.9772727272727273,0.9809885931558935
0.00619,0.90093,291.0,2.0,32.0,0.2597663700580597,0.3069306910037994,200004148_00039_2,0.9931740614334471,0.9009287925696594,0.9448051948051948
0.03257,0.99349,305.0,10.0,2.0,0.2726174592971802,0.3267326653003692,200014740-00071_1,0.9682539682539683,0.993485342019544,0.9807073954983923
0.02577,0.97423,189.0,5.0,5.0,0.4065755903720855,0.5148515105247498,umgy012-007,0.9742268041237113,0.9742268041237113,0.9742268041237113
0.11667,0.9,54.0,7.0,6.0,0.3977703154087066,0.710963785648346,200021869-00016_2,0.8852459016393442,0.9,0.8925619834710743
0.01397,0.94972,340.0,5.0,18.0,0.2336276173591613,0.2772277295589447,brsk005-037,0.9855072463768116,0.9497206703910615,0.9672830725462306
0.00985,0.96059,390.0,4.0,16.0,0.1943867057561874,0.2475247532129287,brsk004-036,0.9898477157360406,0.9605911330049262,0.975
0.00571,0.98571,345.0,2.0,5.0,0.2388171553611755,0.2871287167072296,200021660-00042_2,0.9942363112391931,0.9857142857142858,0.9899569583931135
0.00524,0.99476,190.0,1.0,1.0,0.4389104545116424,0.5247524976730347,200003076_00162_1,0.9947643979057592,0.9947643979057592,0.9947643979057592
0.01117,1.0,179.0,2.0,0.0,0.4375267922878265,0.5544554591178894,200005598_00027_2,0.988950276243094,1.0,0.9944444444444445
0.02183,1.0,229.0,5.0,0.0,0.3718699216842651,0.4356435537338257,200003076_00006_1,0.9786324786324786,1.0,0.9892008639308855
0.0297,1.0,101.0,3.0,0.0,0.7071235179901123,0.9555590748786926,200021851_00007_2,0.9711538461538461,1.0,0.9853658536585366
